,vertex_config,serving_type,arrival_process,throughput_qps,latency_s
0,"{""prepoc"": {""num_replicas"": 1, ""max_batch_size"": 1}, ""model"": {""num_replicas"": 1, ""max_batch_size"": 1, ""num_gpus"": 1}}",vanilla,closed_loop,76.09046641772993,"[0.046968876999017084, 0.04681867999897804, 0.04560340799798723, 0.045153404000302544, 0.04605853899920476, 0.0453491070002201, 0.04596007000145619, 0.04488887099796557, 0.04524649099766975, 0.04537262600206304, 0.04681743900073343, 0.044385683999280445, 0.04567995000252267, 0.04442969299998367, 0.04504447900035302, 0.044364680998114636, 0.044003232000250136, 0.044206241000210866, 0.04380079800102976, 0.042184975998679874, 0.04238295399773051, 0.044028571999660926, 0.041353701999469195, 0.044903812999109505, 0.04442449600173859, 0.04393632999926922, 0.045167681000748416, 0.043457896001200425, 0.04289289100051974, 0.04447631299990462]"
